%trk_id,qual,P_rng1,P_AZ,P_EL,P_HGT,P_TIME,M_rng1,M_AZ,M_EL,M_TIME,F_X,F_Y,F_Z,F_VX,F_VY,F_VZ,F_AX,F_AY,F_AZ,rng1_MIN,rng1_MAX,AZ_MIN,AZ_MAX,EL_MIN,EL_MAX,F_TIM
57,11,26.257042,340.036102,0.1,0.045827,54933.50781,26.257042,340.036102,0.1,54933.50781,-8964.878906,24679.16406,45.827156,-42.731369,295.442505,-56.411686,0,0,0,25.257042,27.257042,339.036102,341.036102,0,2.026683,54933.50781
57,10,26.686338,340.245117,-0.149783,-0.069764,54933.99219,26.686338,340.245117,-0.149783,54933.99219,-9019.874023,25115.68555,-69.763512,-42.731369,295.442505,-56.411686,0,0,0,25.686338,27.686338,339.245117,341.245117,0,1.850217,54933.99219
57,11,26.98246,340.378448,0.099976,0.047082,54934.50391,27.281652,339.476013,0.01,54934.47656,-9424.740234,25511.95117,16.57975,-164.436951,328.62146,-66.628212,0,0,0,25.98246,27.98246,339.378448,341.378448,0,2.099976,54934.47656
57,11,27.207935,339.717834,0.1,0.047487,54935.97656,27.207935,339.717834,0.1,54935.97656,-9431.449219,25520.91797,47.486782,-164.436951,328.62146,-66.628212,0,0,0,26.207935,28.207935,338.717834,340.717834,0,2.1,54935.97656
57,10,27.771353,339.611176,0.1,0.04847,54936.54297,27.771353,339.611176,0.1,54936.54297,-9675.229492,26031.43555,48.470131,-164.436951,328.62146,-66.628212,0,0,0,26.771353,28.771353,338.611176,340.611176,0,1.818867,54936.54297
57,8,28.138842,339.524506,0.099981,0.049102,54937.05078,27.286324,339.100525,0.159806,54937.05469,-9763.456055,25726.66602,68.757462,-144.879898,160.413452,-61.78788,0,0,0,27.138842,29.138842,338.524506,340.524506,0,2.099981,54937.05469
57,8,27.523396,339.212769,0.139114,0.066827,54938.55469,27.523396,339.212769,0.139114,54938.55469,-9767.991211,25731.67773,66.826591,-144.879898,160.413452,-61.78788,0,0,0,26.523396,28.523396,338.212769,340.212769,0,2.139114,54938.55469
57,7,27.834486,338.974731,0.1,0.04858,54939.12109,27.834486,338.974731,0.1,54939.12109,-9986.436523,25981.28711,48.580318,-144.879898,160.413452,-61.78788,0,0,0,26.834486,28.834486,337.974731,339.974731,0,1.942291,54939.12109
57,6,27.93931,338.903107,-0.122346,-0.05966,54939.63281,27.93931,338.903107,-0.122346,54939.63281,-10056.63086,26066.5625,-59.659885,-144.879898,160.413452,-61.78788,0,0,0,26.93931,28.93931,337.903107,339.903107,0,1.877654,54939.63281
57,7,28.146116,338.733337,0.099972,0.049111,54940.16016,27.291204,338.722137,0.008222,54940.13672,-10028.84961,25746.30469,22.471558,-108.124405,41.074699,-67.277885,0,0,0,27.146116,29.146116,337.733337,339.733337,0,2.099972,54940.13672
57,7,27.632425,338.710938,0.1,0.048228,54941.63672,27.632425,338.710938,0.1,54941.63672,-10032.58691,25746.76172,48.227657,-108.124405,41.074699,-67.277885,0,0,0,26.632425,28.632425,337.710938,339.710938,0,2.042783,54941.63672
57,6,27.749287,338.458679,0.1,0.048432,54942.14453,27.749287,338.458679,0.1,54942.14453,-10188.75391,25811.04102,48.431618,-108.124405,41.074699,-67.277885,0,0,0,26.749287,28.749287,337.458679,339.458679,0,2.1,54942.14453
57,7,27.831049,338.275543,0.09998,0.048565,54942.6875,27.292475,338.649811,0.036507,54942.67578,-10184.89356,25697.05469,38.570938,-86.948593,2.125732,-69.126709,0,0,0,26.831049,28.831049,337.275543,339.275543,0,2.09998,54942.67578
57,7,27.641335,338.365814,0.1,0.048243,54944.17578,27.641335,338.365814,0.1,54944.17578,-10190.77441,25694.14453,48.243202,-86.948593,2.125732,-69.126709,0,0,0,26.641335,28.641335,337.365814,339.365814,0,2.075488,54944.17578
57,6,27.696291,338.136536,-0.140315,-0.067827,54944.71484,27.696291,338.136536,-0.140315,54944.71484,-10313.96289,25704.125,-67.827103,-86.948593,2.125732,-69.126709,0,0,0,26.696291,28.696291,337.136536,339.136536,0,1.859685,54944.71484
57,7,27.732475,337.966797,0.099977,0.048391,54945.25391,27.189447,338.393097,0.003959,54945.21484,-10266.30176,25525.82227,31.944761,-64.687607,-39.846939,-71.860802,0,0,0,26.732475,28.732475,336.966797,338.966797,0,2.099977,54945.21484
57,7,27.511717,338.077789,0.1,0.048017,54946.71484,27.511717,338.077789,0.1,54946.71484,-10271.41797,25522.34766,48.016979,-64.687607,-39.846939,-71.860802,0,0,0,26.511717,28.511717,337.077789,339.077789,0,2.058349,54946.71484
57,6,27.493969,337.855347,0.1,0.047986,54947.26953,27.493969,337.855347,0.1,54947.26953,-10363.73731,25465.83984,47.986004,-64.687607,-39.846939,-71.860802,0,0,0,26.493969,28.493969,336.855347,338.855347,0,1.833745,54947.26953
57,7,27.482088,337.696381,0.099983,0.047957,54947.8125,27.281403,338.63092,0.1,54947.82813,-10158.5752,25412.79102,47.765369,-24.460091,-42.728386,-71.890099,0,0,0,26.482088,28.482088,336.696381,338.696381,0,2.099983,54947.82813
57,14,27.365789,338.20578,0.1,0.047762,54948.12109,27.289219,338.332367,0.357789,54948.12109,-10132.59766,25383.15234,78.685181,-21.354244,-51.415531,-68.735565,0.026964,-0.063789,0.052399,26.365789,28.365789,337.20578,339.20578,0,2.090013,54948.12109
57,14,27.283392,338.145538,-0.010691,-0.005091,54949.62109,27.283392,338.145538,-0.010691,54949.62109,-10156.25391,25322.59961,-5.090935,-21.313799,-51.511215,-68.656967,0.026964,-0.063789,0.052399,26.283392,28.283392,337.145538,339.145538,0,1.989309,54949.62109
57,13,27.27253,338.123169,0.1,0.0476,54950.11328,27.27253,338.123169,0.1,54950.11328,-10162.07617,25308.51367,47.599518,-21.300562,-51.54253,-68.631241,0.026964,-0.063789,0.052399,26.27253,28.27253,337.123169,339.123169,0,1.949819,54950.11328
57,14,27.233221,338.042145,0.099968,0.047516,54950.63672,27.219908,338.591461,0.171952,54950.63672,-10095.58984,25297.24805,59.898964,-8.738705,-42.496868,-66.743668,0.600202,0.887144,0.146955,26.233221,28.233221,337.042145,339.042145,0,2.099968,54950.63672
57,10,26.981178,339.208344,1.45659,0.68585,54952.13672,26.440666,339.809875,0.493676,54952.14844,-9374.772461,24964.06055,458.762878,26.171389,-117.047714,-107.702255,4.491359,-13.972374,-4.924941,25.981178,27.981178,338.208344,340.208344,0,3.45659,54952.14844
57,10,26.665236,339.41156,0.978574,0.455402,54953.64844,26.665236,339.41156,0.978574,54953.64844,-9375.541016,24958.5,455.402283,32.908428,-138.006271,-115.089668,4.491359,-13.972374,-4.924941,25.665236,27.665236,338.41156,340.41156,0,2.978574,54953.64844
57,9,26.392952,339.345978,0.492464,0.226848,54954.20313,26.392952,339.345978,0.492464,54954.20313,-9309.089844,24695.69336,226.847641,35.408131,-145.782806,-117.830673,4.491359,-13.972374,-4.924941,25.392952,27.392952,338.345978,340.345978,0,2.492464,54954.20313
57,11,26.311676,339.336823,0.353615,0.162388,54954.74219,25.731888,340.03479,0.50263,54954.73828,-9003.994141,24279.6582,198.774231,106.989334,-285.590759,-110.762619,15.807966,-41.837883,-3.254268,25.311676,27.311676,338.336823,340.336823,0,2.353615,54954.73828
57,11,25.88991,339.650848,0.435118,0.196612,54956.23828,25.88991,339.650848,0.435118,54956.23828,-9002.705078,24273.44531,196.612213,130.701279,-348.347595,-115.64402,15.807966,-41.837883,-3.254268,24.88991,26.88991,338.650848,340.650848,0,2.435118,54956.23828
57,10,25.416557,339.667053,0.055015,0.024405,54956.8125,25.416557,339.667053,0.055015,54956.8125,-8831.616211,23832.82031,24.404808,139.786423,-372.392609,-117.514313,15.807966,-41.837883,-3.254268,24.416557,26.416557,338.667053,340.667053,0,2.055015,54956.8125
57,9,24.957766,339.670074,0.099981,0.043551,54957.32813,24.957766,339.670074,0.099981,54957.32813,-8670.954102,23403.05078,43.551102,147.911728,-393.897278,-119.186905,15.807966,-41.837883,-3.254268,23.957766,25.957766,338.670074,340.670074,0,2.099981,54957.32813
57,7,24.722727,339.678833,0.099973,0.043138,54957.87109,24.217756,339.47168,0.162122,54957.82422,-8530.016602,22806.03125,58.751381,173.0755,-576.197754,-116.057083,18.583015,-75.195236,-2.408836,23.722727,25.722727,338.678833,340.678833,0,2.099973,54957.82422
57,7,24.330116,339.48587,0.129817,0.055126,54959.32422,24.330116,339.48587,0.129817,54959.32422,-8526.188477,22787.18164,55.125511,200.950027,-688.990601,-119.670334,18.583015,-75.195236,-2.408836,23.330116,25.330116,338.48587,340.48587,0,2.129817,54959.32422
57,6,23.447733,339.354126,-0.282945,-0.115792,54959.82813,23.447733,339.354126,-0.282945,54959.82813,-8267.362305,21941.59375,-115.791809,210.311798,-726.872559,-120.883865,18.583015,-75.195236,-2.408836,22.447733,24.447733,338.354126,340.354126,0,1.717055,54959.82813
57,5,23.168488,339.318481,0.1,0.040437,54960.29688,23.168488,339.318481,0.1,54960.29688,-8182.478027,21675.42969,40.436619,219.008652,-762.063965,-122.0112,18.583015,-75.195236,-2.408836,22.168488,24.168488,338.318481,340.318481,0,1.579091,54960.29688
57,4,22.787033,339.251923,-0.613766,-0.244095,54960.93359,22.787033,339.251923,-0.613766,54960.93359,-8072.067383,21308.00391,-244.09549,230.846039,-809.963318,-123.545624,18.583015,-75.195236,-2.408836,21.787033,23.787033,338.251923,340.251923,0,1.386234,54960.93359
57,3,22.487503,339.21048,0.1,0.039248,54961.4375,22.487503,339.21048,0.1,54961.4375,-7981.615234,21023.32227,39.248077,240.211868,-847.861694,-124.759682,18.583015,-75.195236,-2.408836,21.487503,23.487503,338.21048,340.21048,0,1.229023,54961.4375
57,14,17.8832,335.658783,0.1,0.031212,55134.91016,17.881289,335.498474,0.133984,55134.93359,-7402.891113,16277.47754,22.657175,29.784908,14.972962,-37.563286,0,0,0,16.382607,19.380108,334.508026,336.508026,0,2.598757,55134.93359
57,14,17.882465,335.597626,0.1,0.031211,55135.43359,17.880976,335.614563,0.01,55135.40234,-7383.680176,16285.62109,3.274624,31.512732,15.236191,-37.803722,0,0,0,16.395052,19.369116,334.566376,336.566376,0,2.547678,55135.40234
57,14,17.881729,335.667175,0.1,0.031209,55135.90234,17.883701,335.596985,0.01,55135.89063,-7382.759766,16288.06934,-2.235929,25.576805,13.16604,-32.44558,0,0,0,16.395052,19.369116,334.566376,336.566376,0,2.547678,55135.89063
57,14,17.883862,335.663055,0.1,0.031213,55136.39063,17.883442,335.622528,0.01,55136.37109,-7378.081055,16290.65527,-3.044906,22.331932,11.565341,-26.278191,0,0,0,16.353495,19.413494,334.640045,336.640045,0,2.466849,55136.37109
57,14,17.884226,335.674316,0.1,0.031214,55136.87109,17.882473,335.654114,0.01,55136.84375,-7370.508301,16293.43848,-2.39463,20.89423,10.364195,-20.760775,0,0,0,16.353495,19.413494,334.640045,336.640045,0,2.466849,55136.84375
57,14,17.88339,335.697205,0.1,0.031212,55137.34375,17.882013,335.695587,0.01,55137.38281,-7359.991211,16297.57324,-1.420532,20.922125,9.945106,-16.217607,0,0,0,16.302608,19.464172,334.697205,336.697205,0,2.6,55137.38281
57,14,17.882637,335.733154,0.1,0.031211,55137.88281,17.882174,335.613617,0.117017,55137.87891,-7373.664551,16291.23731,23.364349,11.265973,5.416469,-3.056155,0,0,0,16.302608,19.464172,334.697205,336.697205,0,2.6,55137.87891
57,14,17.882421,335.667786,0.1,0.031211,55138.37891,17.881922,335.590485,0.01,55138.40625,-7383.586426,16286.51563,8.467948,5.042503,2.441249,-8.405102,0,0,0,16.336729,19.427979,334.658386,336.658386,0,2.572259,55138.40625
57,14,17.882128,335.621552,0.013667,0.004265,55138.90625,17.881187,335.590515,0.01,55138.93359,-7387.087402,16284.26758,3.447833,2.632961,1.052094,-8.732226,0,0,0,16.336729,19.427979,334.658386,336.658386,0,2.572259,55138.93359
57,14,17.881392,335.603912,0.1,0.031209,55139.43359,17.88151,335.592285,0.01,55139.44531,-7388.167969,16283.79981,1.966951,1.674018,0.653945,-7.577785,0,0,0,16.39049,19.372366,334.601288,336.601288,0,2.505146,55139.44531
57,14,17.881428,335.59848,0.1,0.031209,55139.94531,17.882072,335.592804,0.01,55139.94531,-7388.674316,16284.02344,1.70879,1.136647,0.612315,-6.165065,0,0,0,16.39049,19.372366,334.601288,336.601288,0,2.505146,55139.94531
57,14,17.881933,335.596497,0.1,0.03121,55140.44531,17.881996,335.643402,0.01,55140.47266,-7378.601562,16288.69336,1.836841,4.939412,2.359711,-4.880444,0,0,0,16.40267,19.361107,334.594421,336.594421,0,2.505475,55140.47266
57,14,17.882038,335.638763,0.1,0.03121,55140.97266,17.867821,335.730072,0.01,55140.98047,-7353.412598,16288.99316,2.056371,14.029425,2.007436,-3.816221,0,0,0,16.40267,19.361107,334.594421,336.594421,0,2.505475,55140.98047
57,14,17.869905,335.725769,0.1,0.031189,55141.48047,17.882154,335.741638,0.01,55141.57422,-7346.770508,16299.4541,2.271689,13.880353,5.794604,-2.966593,0,0,0,16.427814,19.315939,334.703949,336.703949,0,2.506593,55141.57422
57,14,17.878473,335.76123,0.002527,0.000788,55142.07422,17.881672,335.731293,0.01,55142.09375,-7346.851074,16301.69141,2.454544,11.071394,5.530145,-2.299931,0,0,0,16.427814,19.315939,334.703949,336.703949,0,2.506593,55142.09375
57,14,15.664,321.170685,2.488431,0.680094,55334.85156,15.364,324.749146,2.748637,55334.82422,-9773.913086,12204.66895,682.361267,0,0,0,0,0,0,13.414,17.914,312.940643,329.400726,0,10.718481,55334.82422
57,14,34.701,340.513489,2.272337,1.375873,55396.36719,34.778534,341.120453,1.781693,55396.30859,-11553.89746,32695.76172,1364.090454,0,0,0,0,0,0,32.451,36.951,336.798462,344.228516,0,5.987374,55396.30859
57,14,16.263,321.916656,2.316943,0.657469,55429.75391,16.048227,322.988037,3.109534,55429.69531,-10007.87891,12790.5918,665.991211,0,0,0,0,0,0,14.013001,18.513,313.989746,329.843567,0,10.243862,55429.69531
57,14,16.712999,321.07959,1.602595,0.467411,55456.57813,16.712999,321.968414,2.398976,55456.51953,-10487.35938,13004.14453,476.697235,0,0,0,0,0,0,14.463,18.962999,313.366089,328.793091,0,9.316082,55456.51953
